manufacturer,model,vehicle_type
,1989 4Runner SR5,unknown
,2016 Mazada Miata,unknown
,pt cruiser,unknown
gmc,sierra 4x4,truck
ford,f-250 cargo van,truck
chevrolet,silverado z-71,truck
ford,f250 lariat 4x4 diesel,truck
bmw,323i,unknown
chrysler,200 limited sedan,sedan
toyota,avalon xl,unknown
lexus,lx 570,unknown
,Yukon Denali,unknown
toyota,pruis hybrid,unknown
nissan,maxima sv sedan,sedan
mitsubishi,lancer 2015,unknown
,All kinds,unknown
lexus,es300,unknown
nissan,xterra supercharged,unknown
ford,f250 platinum 4x4,truck
ford,f 150 null,unknown
chevrolet,z-71 4x4,unknown
honda,s2000,unknown
,2010,unknown
ford,f150xl,truck
toyota,solara sle convertible,sport
honda,accord exl,sedan
toyota,tacoma 2wd,truck
dodge,caravan se minivan 4d,unknown
kia,sorento base,unknown
ford,f150 sxt,truck
toyota,4runner 4x4 limited,unknown
mitsubishi,mirage de,unknown
bmw,328ci,unknown
honda,oddessy exl,sport
,09 HONDS ODYSSEY EXL,unknown
chevrolet,2500,truck
ram,2500 longhorn mega 4x4,truck
chevrolet,express hightop,sport
chevrolet,suburban 4x4,SUV
chrysler,pt crusier,unknown
bmw,335xi,unknown
subaru,,unknown
chevrolet,ii nova ss,sport
ford,super duty f-350,truck
lexus,gs 350 f sport,sport
mercedes-benz,benz r350 4matic,unknown
lexus,ct 200h hybrid,unknown
honda,odessey ex-l,sport
mercedes-benz,e350 4matic awd,unknown
,F-250 4X4,unknown
,1995 Corvette,unknown
pontiac,g5,unknown
,Model A,unknown
ram,3500 laramie cummins,truck
gmc,2500,truck
mercedes-benz,ml320,unknown
,2006 F150 Lariat,unknown
lincoln,navigator select,unknown
chevrolet,camaro ss convertible,sport
bmw,745li,unknown
jeep,sport,sport
chevrolet,silverado 3500hd built after aug 14,truck
,forde450,unknown
ram,2500 laramie cummins,truck
lincoln,mkx awd 4dr,unknown
mercedes-benz,benz ml320,unknown
ford,f 250 super duty,unknown
jaguar,xe,unknown
,94 bonneville,unknown
volkswagen,kombi,unknown
lincoln,continental select,unknown
infiniti,g g37 sport coupe 2d,sport
gmc,general fivestar,unknown
nissan,titan single cab,unknown
jaguar,xj12,unknown
nissan,frontier sv crew cab,unknown
ram,3500 longhorn 4x4,truck
bmw,z3 convertible,sport
ford,galaxie 500 xl,unknown
ford,f-350 drw lariat,truck
toyota,4runner trd pro,unknown
ford,escape hybrid,SUV
chevrolet,scottsdale,unknown
dodge,challenger srt hellcat,unknown
bmw,x3 xdrive28i sport utility,sport
chevrolet,c2500,truck
chevrolet,3500hd 4x4 duramax,truck
chevrolet,c/10,unknown
,379 peterbilt,unknown
ford,f-250 superduty lariat,truck
mercedes-benz,560 sel,unknown
mercedes-benz,420 sel,unknown
chrysler,town country lwb,unknown
ford,f250 4x4 platinum,truck
hyundai,santa fe sport 2.0 turbo,sport
pontiac,tempest,unknown
mercedes-benz,benz e55 amg,unknown
ford,f-250 transit van,truck
ford,expedition max,unknown
gmc,sierra 3500 duramax,truck
ram,2500 cummins sport,truck
honda,accord lx sedan,sedan
ram,1500 laramie 4x4,truck
alfa-romeo,romeo giulia ti,unknown
,2003 PT Cruiser,unknown
,Vactor 2100,unknown
lincoln,mkc reserve,unknown
gmc,2500 hd,truck
toyota,pruis two,unknown
ram,2500 4x4 cummins,truck
ford,f-350 super duty drw,truck
ram,2500 slt 4x4 cummins,truck
audi,a6 3.0t prestige sedan 4d,sedan
,Mack,unknown
chevrolet,silverado 2500hd lbz,truck
ford,excursion diesel limited,unknown
chrysler,le baron,unknown
chevrolet,camaro convertible rs,sport
mini,cooper sport,sport
lincoln,town car limousine,unknown
mitsubishi,lancer gts,sport
chevrolet,silverado 1500 work tr,truck
,5th Wheel Hitch floating,unknown
gmc,kodiak 5500,unknown
honda,element ex awd,unknown
,Saab 93 2.0 Turbo,unknown
toyota,tundra crewmax trd pro,truck
,2001 Merc Grand Marquis,unknown
mercedes-benz,benz cla 250 edition 1,unknown
,Mclaren 570GT W Upgrades,unknown
ram,2500 cummins laramie,truck
ford,f350 lariat srw 4x4,truck
chevrolet,z-71 tahoe,SUV
jeep,j200 gladiator,unknown
ford,f-250 xlt 4x4,truck
cadillac,xt5 premium luxury,unknown
,RANGER XL,unknown
volkswagen,beetle sedan,sedan
chevrolet,silverado 1500 lt w,truck
,F150,unknown
ram,2500 slt cummins,truck
honda,civic coupe,sedan
,1978 corvette,unknown
rover,range evoque coupe,sport
,FordE350,unknown
,ELANTRA SE,unknown
dodge,2500 4x4,truck
ram,1500 laramie 4x4 eco diesel,truck
ram,3500 slt dually,truck
chrysler,300 touring sedan 4d,sedan
cadillac,ats luxury coupe 2d,sport
chevrolet,c1500,truck
,isuzu trooper,unknown
gmc,yukon denali suv 3rd row,SUV
,oldsmobile cutlass supreme,unknown
,Autos,unknown
ford,mustang cobra convertible,sport
chevrolet,silverado hd,truck
ram,pickup 3500,truck
,1996 monte carlo,unknown
honda,pilot ll,SUV
jeep,wrangler unlmtd. sahara 4x4,SUV
lincoln,mkz reserve ii sedan 4d,sedan
,1960 Austin Healey Sprite,unknown
jeep,wrangler rubicon sport,SUV
ford,f150 supercrew cab king,truck
,'99 H1 Hummer,unknown
ford,f350 super duty regular cab & chassis,truck
,saab 9-3 convertible,unknown
pontiac,solstice convertible 2d,sport
ford,expedition eddie bauer,unknown
mercedes-benz,sprinter box truck,truck
nissan,altima ￼,sedan
jeep,wrangler sahara 4wd,SUV
nissan,370z roadster,unknown
chevrolet,astro transit van,unknown
toyota,tacoma sr v6,truck
ford,f-550sd,unknown
mazda,mazda3 select sedan 4d,sedan
honda,accord touring sedan 4d,sedan
bmw,5-series 535i,unknown
ford,f-450sd,truck
kia,,unknown
mercedes-benz,b-class b 250e,sport
ford,f-750sd,unknown
,peterbilt 389,unknown
,Plymouth duster,unknown
mercedes-benz,benz e350 sport,sport
honda,accord ex-l sedan,sedan
ram,chassis 3500,truck
ford,bronco eddie bauer,unknown
hyundai,santa fe 2.4 ultimate,unknown
bmw,650i convertible,sport
ford,bus,unknown
,Boxster,unknown
gmc,acadia sle sport utility 4d,sport
infiniti,q50 2.0t pure sedan 4d,sedan
toyota,truck tundra sr5,truck
ford,galaxie 500,unknown
honda,accord sdn,sedan
ford,f450 superduty,truck
ford,f-250 super cab 7.3l diesel,truck
ford,f350 king ranch,truck
ram,1500 quad cab slt pickup 4d,truck
bmw,4 series 435i gran coupe 4d,sport
mercedes-benz,gl-class gl 350,sport
subaru,impreza wrx limited,unknown
honda,pilot ex-l 4dr ex-l,SUV
ford,ecosport se sport utility,sport
alfa-romeo,romeo giulia ti sport,sport
ford,e450 super duty,unknown
mercedes-benz,benz cl550 amg,unknown
volkswagen,golf gti turbo se,sport
toyota,sienna le 8 pass.,sport
chevrolet,silverado texas ed.,truck
chevrolet,impala limited ltz,sedan
chevrolet,tahoe 4x4,SUV
ford,sterling l7500,unknown
ram,3500 laramie crew cab,truck
ram,2500 crew cab slt,truck
ram,2500 crew cab 4x4,truck
chevrolet,1500 tahoe,truck
ram,chassis 3500 utility,truck
gmc,"sierra 3500hd cc one owner, service work truck, 12ft flatbed!",truck
toyota,rav4 2wd,SUV
gmc,7000,unknown
ford,"e350 e350 10ft plumbers,",unknown
ford,transit-350,unknown
chevrolet,silverado 2500 work,truck
bmw,428i gran coupe,sport
chevrolet,camaro ls coupe 2d,sport
subaru,impreza wagon 4d,unknown
dodge,challenger r/t plus shaker,unknown
bmw,3 series 335i sedan 4d,sedan
ford,fusion se hybrid,sedan
toyota,scion xb wgn,unknown
,freightliner step van,unknown
gmc,sierra denali 1500,truck
,1949 Diamond T,unknown
lexus,nx,unknown
lexus,sc,unknown
mercedes-benz,gls,unknown
toyota,tacoma hilux pickup,truck
ford,bronco xlt 4x4,unknown
honda,accord ex sedan,sedan
honda,accord 4-door sedan,sedan
,ISUZU NRR BOX TRUCK,unknown
acura,integra,unknown
,1999 tacoma TRD,unknown
honda,pilot touring sport,SUV
toyota,rav4 hybrid xse sport,SUV
,KOHLER DIESEL GENERATOR,unknown
,Isuzu NRR,unknown
,Mobile Ramp,unknown
mercedes-benz,sprinter 3500,truck
,TOWMOTOR BHF20,unknown
chevrolet,silverado 6500hd,truck
,International 7300,unknown
mercedes-benz,sprinter cab chassis,sport
chevrolet,express cargo,sport
ram,4500hd,unknown
mercedes-benz,cl63 amg,unknown
nissan,quest 3.5 se,unknown
ford,f-650sd,unknown
ford,f550 4x4 crew cab,unknown
,isuzu npr hd boxtruck,unknown
ford,e350 cutaway,unknown
ford,"gt premium 2,200 miles",sport
volvo,xc90t6 awd 24733 miles,unknown
volvo,"xc90 11,200 miles wwow",unknown
volvo,"xc60 t8 inscription 1,300 miles",unknown
volvo,xc60 t6 awd inscription,unknown
volvo,"xc90 t8 1,300 miles",unknown
volvo,certified,unknown
mercedes-benz,benz 300sd turbo diesel,unknown
,GRADALL 552,unknown
datsun,roadster,unknown
gmc,yukon denali xl awd,SUV
mercedes-benz,benz sprinter 2500 ext,truck
,1989 isuzu trooper,unknown
ford,transit cargo,unknown
,FREIGHTLINER CASCADIA,unknown
buick,lesabre limited,unknown
mercedes-benz,benz e550,unknown
,freightliner business class m2,unknown
pontiac,starchief,unknown
honda,pilot exl,SUV
volkswagen,jetta sedan,sedan
infiniti,fx45,unknown
nissan,frontier 2wd,unknown
,Winnebago Custom,unknown
ford,7.3 4x4 longbed,unknown
chevrolet,school bus,unknown
ford,mustang gt convertible,sport
ford,f-350 super duty super duty,truck
chevrolet,volt lt hatchback 4d,unknown
kia,forte s sedan 4d,sedan
ford,focus s sedan 4d,sedan
volkswagen,atlas s sport utility,sport
,chevolet silverado 3500HD,unknown
chevrolet,silverado 2500hd class,truck
gmc,topkick,unknown
ford,transit-250,unknown
mercedes-benz,ml-class,sport
ram,1500 classic crew cab big,truck
volvo,vnl64t630,unknown
,maserati granturismo,unknown
,INTERNATIONAL,unknown
ford,"f-250 utility super duty xl, heavy duty ladder rack!!",truck
,workhouse challenger,unknown
ford,"f450 12ft stakebed, power lift gate!",truck
ford,e-450sd,unknown
infiniti,g37 coupe,sport
mercedes-benz,gle-class,sport
bmw,535gt,sport
,ISUZU NPR BOX TRUCK,unknown
,kenworth t800,unknown
chevrolet,colorado n work truck,truck
,1999 svt mustang cobra,unknown
acura,rdx sh-awd,unknown
honda,hr-v ex-l w/navi,unknown
mazda,mazda3 preferred sedan 4d,sedan
jeep,grand cherokee limited x,SUV
volvo,xc60 t5 dynamic sport,sport
nissan,titan xd single cab sv,unknown
pontiac,g6 gxp,unknown
mini,t class b camper van,sport
chevrolet,cruze 2lt rs,unknown
ram,3500 quad cab,truck
toyota,highlander le,SUV
porsche,912,unknown
audi,q7 awd premium plus,unknown
ford,ranger supercrew lariat,truck
volkswagen,tiguan 2.0t se sport,sport
gmc,sierra 2500 utility work truck,truck
,hino 268 reefer box truck,unknown
chevrolet,3500 duramax,truck
infiniti,jx,unknown
gmc,sierra 3500hd crew cab,truck
ram,2500 laramie mega cab,truck
ram,2500 tradesman 4x4,truck
cadillac,lasalle,unknown
ford,focus ztw,unknown
ford,f250 super duty crew,truck
chevrolet,impala limited,sedan
mazda,cx-5 -sport low miles,sport
mazda,cx-5 touring 29k miles,unknown
lexus,rx 350 low miles nice,unknown
volvo,xc60 local lots of records,unknown
honda,crv all wheel drive lx,unknown
volvo,xc90 t6 all services up to date,unknown
subaru,impreza wrx limited sedan,sedan
ford,f350 crane truck,truck
,WATER TRUCK,unknown
bmw,3 series 330i sedan 4d,sedan
porsche,928s,unknown
ford,f-350 6.7l diesel utility super duty xl! 4 brand new tires!,truck
mercedes-benz,gle,unknown
mercedes-benz,s-class s550,sport
chevrolet,2,unknown
gmc,yukon denali hybrid sport,SUV
mini,clubman cooper hatchback 4d,unknown
audi,q7 tdi prestige sport,sport
bmw,i3 range extender hatchback,unknown
ford,f350 4x4 truck,truck
,Large Poly Tanks,unknown
chevrolet,c4500 4x4,unknown
infiniti,qx50,SUV
,isuzu npr xd,unknown
,"ISUZU NPR 6.0L Gas,14Ft box,1600Lb Power lift gate!",unknown
gmc,savana cargo van,unknown
audi,a5 premium plus coupe 2d,sport
mitsubishi,fuso box truck,truck
,ISUZU NRR,unknown
,Genesis G80 5.0 Sedan 4D,unknown
rover,discovery sport hse,sport
volkswagen,dune buggy,unknown
ford,f350 supercab,truck
bmw,740il,unknown
porsche,911 turbo coupe,sport
infiniti,qx80 sport utility 4d,sport
ford,f350 super duty xlt,truck
chevrolet,impala convertible,sedan
chevrolet,corvette z06 3lz,unknown
gmc,savana 1500,truck
volvo,v70,unknown
,John Deere 120D,unknown
,freightliner cascadia,unknown
gmc,kodial 5500,unknown
bmw,4 series 430i xdrive,unknown
acura,tlx 3.5 w/advance pkg,unknown
acura,tlx 2.4 w/technology pkg,unknown
ford,f59 18,unknown
chevrolet,brookwood not impala,sedan
toyota,tacoma prerunner sr5,truck
ram,1500 mega cab,truck
jeep,wrangler ulimited x,SUV
,chevorlet stepvan,unknown
chevrolet,"3500 service trk,only",truck
ford,"e350 16ft cutaway box,loading ramp!",truck
ram,5500hd,unknown
audi,a3 s-line,unknown
ford,super duty f-250 lariat -,truck
hyundai,sonata gls sedan 4d,sedan
,international 4300 rollback,unknown
ford,450 tow truck (wrecker),truck
lexus,rx 350 f sport suv 4d,SUV
ford,e-350sd,unknown
ford,f450 utility truck f550,truck
nissan,maxima sv sedan 4d,sedan
toyota,rav4 hybrid se sport,SUV
acura,cl type s,unknown
mitsubishi,galant,unknown
jaguar,xjr,unknown
jeep,gladiator overland pickup,truck
lexus,rx350 awd,unknown
,Mecdes Benz 560 SEC,unknown
,Freightliner M2,unknown
,3GTEC13C78G284338,unknown
ford,convertable,unknown
honda,fit ex hatcback,unknown
hyundai,palisade limited sport,sport
toyota,rav4 xle sport utility 4d,SUV
toyota,rav4 adventure sport,SUV
acura,tl sedan 4d,sedan
lexus,is 250c convertible 2d,sport
,hino 338,unknown
mazda,mazdaspeed 3,unknown
chevrolet,cheyenne,unknown
nissan,altima se,sedan
honda,crv exl cr-v ex-l,SUV
toyota,4-runner,unknown
,1995 oldsmobile,unknown
,1968,unknown
toyota,tundra grade,truck
toyota,sienna l 7-passenger,sport
toyota,prius c four,unknown
nissan,xterra x,unknown
nissan,pathfinder s,unknown
jeep,wrangler jk unlimited sport,SUV
infiniti,q50 3.0t sport,sport
infiniti,q50 3.0t signature edition,unknown
honda,accord ex-l v6,sedan
ford,transit connect cargo van xl,unknown
ford,e-series van e-250,unknown
bmw,328i 98468,unknown
acura,mdx sh-awd w/power tailgate w/sport,sport
ford,"f-350 4x4 super duty xl,service truck!",truck
ford,fusion energi platinum,sedan
chevrolet,post,unknown
,prius,unknown
buick,envision preferred sport,sport
,Studebaker GT Hawk's,unknown
hyundai,tiburon gt,sport
,"ISUZU NPR 14FT BOX VAN,1600LB LIFT GATE,  3.0L TURBO DIESEL",unknown
mercedes-benz,e-class e350,sport
,isuzu nrr,unknown
chrysler,300 s,unknown
dodge,dart aero sedan 4d,sedan
,International 4700 DT466E,unknown
,Holiday Rambler Vacationer,unknown
jaguar,f-pace 25t prestige sport,sport
volvo,xc70 t5 classic platinum,sport
audi,q7 3.0t premium sport,sport
,1988 M931A2 5,unknown
ford,vicky,unknown
nissan,3oozx,unknown
,1975 nova,unknown
ram,3500 diesel truck 6.7l tradesman 4 door crew cab long bed,truck
,GRADALL 552-3S,unknown
bmw,x6 sdrive35i,unknown
audi,a5 premium plus sedan 4d,sedan
audi,a5 premium plus cabriolet,unknown
kia,sportage sx sport utility 4d,sport
toyota,corolla￼￼,sedan
kia,sportage ex sport utility 4d,sport
infiniti,qx80 signature sport,sport
gmc,jimmy blazer,unknown
chevrolet,tahoe premier -,SUV
mercedes-benz,gl-class gl450 awd,sport
ford,f-250 diesel truck 6.7l super duty xlt,truck
chevrolet,silverado 2500 ls 4dr crew cab 6.0 liter 6.0l v8 300hp 360ft. lbs.,truck
ford,f-350 diesel truck 6.7l super duty king ranch,truck
ford,f-250 diesel truck 6.7l super duty lariat,truck
chevrolet,silverado 3500 diesel trucks 6.6l duramax utility bed with lumber rack,truck
ford,f-350 super duty lariat 4dr crew cab lb drw,truck
chevrolet,silverado 3500 diesel trucks 6.6l duramax lbz with allison 1000 6 speed automatic,truck
ford,f-250 diesel truck 6.7l lariat ext cab long bed,truck
mitsubishi,outlander sel sport,sport
acura,rdx fwd w/advance pkg,unknown
acura,tlx 2.4 sedan 4d,sedan
mitsubishi,lancer ralliart,unknown
chevrolet,nomad,unknown
,Alcoa roms,unknown
lincoln,mkx sport utility 4d,sport
jaguar,f-type,unknown
jaguar,xf sedan 4d,sedan
ford,fusion titanium hybrid,sedan
mercedes-benz,benz s550 4matic,unknown
,Cadillax xts,unknown
toyota,tacoma trd off road lifted 4wd premium,truck
acura,rdx technology pkg,unknown
subaru,legacy limited sedan 4d,sedan
bmw,x3 3.0si,unknown
mercedes-benz,gls gls 450,unknown
audi,a6 3.0 t,unknown
hyundai,accent value edition,unknown
chevrolet,mark 3,unknown
hyundai,santa fe 2.4 sel sport,sport
hyundai,accent se hatchback 4d,unknown
ram,1500 lone star,truck
ford,"f-350 super duty xl contractors, 9ft flat bed,ladder rack!",truck
mazda,mazda5,unknown
,isuzu npr box truck,unknown
bmw,3-series 320i,unknown
chevrolet,silverado 1500 lt3 4dr crew cab,truck
ram,2500 diesel truck 6.7l laramie mega cab,truck
ram,2500 diesel truck 6.7l one owner 4wd,truck
ram,2500 diesel truck 6.7l laramie mega cab one owner,truck
ram,3500 diesel 5.9l slt 4dr quad cab,truck
toyota,rav4 sport utility 4d,SUV
ford,ecosport titanium sport,sport
lexus,is 300 sedan 4d,sedan
ford,ecosport s sport utility 4d,sport
hyundai,palisade se sport,sport
,1923 Dort Coupe,unknown
volvo,xc60 t6 sport utility 4d,sport
lexus,rc 200t coupe 2d,sport
chevrolet,c5500 bus,unknown
buick,regal turbo premium 1,unknown
hyundai,veloster coupe 3d,sport
jaguar,xe 25t prestige sedan 4d,sedan
ford,f350 super duty diesel,truck
,airstream,unknown
honda,hr-v lx,unknown
mercedes-benz,gazelle,unknown
buick,envision premium sport,sport
ford,f150 super crew 4x4 xlt,truck
mini,hardtop 2 door cooper,unknown
,"ISUZU NPR 3.0L Diesel,14FT Box,  Power lift gate!",unknown
toyota,matrix s,unknown
gmc,acadia awd,unknown
ram,promaster 3500 cab,truck
mazda,cx-5 touring,unknown
mini,clubman cooper all4,unknown
gmc,sierra 3500 diesel trucks 6.6l duramax sle allison 1000,truck
gmc,sierra 1500 slt one owner fully loaded 4wd gasoline,truck
gmc,sierra 3500 diesel truck 6.6l duramax denali 6 speed allison 1000,truck
gmc,sierra 2500 diesel 6.6 liter lbz duramax allison 1000,truck
toyota,prius prime primum,unknown
dodge,sprinter 3500 cargo van high roof,truck
ram,2500 diesel truck 5.9l cummins 6 speed manual,truck
toyota,fj cruiser trd limited one owner 4wd,unknown
ram,2500 diesel truck 6.7l turbo diesel one owner laramie pre-def none def,truck
hyundai,genesis 3.8l v6 4d sedan,sedan
mazda,mazda5 grand touring,unknown
dodge,dart se sedan 4d,sedan
ram,"chassis 3500 6.7l cummings,9ft jumbo ut box, aisin heavy duty 6 spd auto trans!",truck
,"HONDAS, NISSANS",unknown
gmc,brigadier,unknown
buick,reatta,unknown
bmw,x5 xdrive35i awd,SUV
,2017 200t fsport,unknown
toyota,tacoma limited v6,truck
nissan,leaf sl hatchback 4d,unknown
audi,a5 2.0t prestige coupe 2d,sport
,fords f650,unknown
audi,a5 2.0t premium plus coupe,sport
rover,lr2 hse,unknown
ford,f250 4wd,truck
chevrolet,silverado 2500 4wd,truck
gmc,sierra 1500 4wd,truck
chevrolet,colorado 2wd,truck
gmc,sierra 2500 4wd,truck
ram,2500 4wd,truck
ford,f150 xlt crew cab 4x4,truck
ford,f-150 xlt rwd,truck
nissan,titan le 4x4,unknown
chevrolet,tahoe lt lt 4dr suv,SUV
ford,phaeton,unknown
nissan,murano s awd,unknown
mercedes-benz,cl63 amg v8,unknown
volkswagen,jetta 1.8t se,sedan
dodge,journey r/t flexible,unknown
chevrolet,silverado k1500,truck
,CRX DX,unknown
,hudson commodore,unknown
lexus,is300 sportcross,sport
chevrolet,venture ls 4dr extend,unknown
chevrolet,malibu ltz 4dr sedan,sedan
ford,edge limited 4dr crossove,sport
chevrolet,suburban ls 1500 4dr,truck
chevrolet,malibu ls fleet 4dr s,sedan
pontiac,torrent base 4dr suv,SUV
hyundai,elantra gls 4dr sedan 6,sedan
volkswagen,tiguan sel,unknown
subaru,outback touring awd,SUV
,Lariat,unknown
subaru,brz limited,unknown
ram,1500 classic tradesman,truck
audi,a6 premium plus,unknown
audi,s5,unknown
,chevelle malibu ss,unknown
honda,civic ngv w/navi,sedan
ford,transit 350 wagon,unknown
chevrolet,camaro zl1 coupe 2d,sport
infiniti,q40,unknown
honda,crv cr-v 4wd,SUV
jeep,rio grade,unknown
,Oldsmobile Alero,unknown
lexus,hs,unknown
lexus,ct,unknown
subaru,forester x,SUV
hyundai,veloster w/black int,unknown
jeep,renegade upland edition,unknown
chevrolet,malibu lt w/1lt,sedan
bmw,750i / alpina b7,unknown
kia,optima sx,sedan
ford,f-550 super duty,unknown
chrysler,pacifica hybrid,unknown
saturn,l series,unknown
jeep,cherokee latitude lux,SUV
jeep,wrangler x sport utility,SUV
saturn,ion 3,unknown
toyota,sequoia sr5 4x4,unknown
,Plymouth Coupe,unknown
ford,f-350 lariat crewcab dually,truck
gmc,sierra 3500 crew-cab dually,truck
ford,f-150 supercrew xlt 4x4,truck
toyota,tundra limited 4x4,truck
nissan,altima sv sedan,sedan
ford,explorer xlt 4wd,SUV
chrysler,200 c sedan,sedan
mercedes-benz,benz c-300 sedan,sedan
kia,forte ex sedan,sedan
porsche,911 carrera turbo awd,unknown
,dune buggy,unknown
subaru,wrx premium,unknown
bmw,330 ci,unknown
volkswagen,r32 all wheel drive,unknown
buick,"encore essence, awd",sport
cadillac,concours,unknown
toyota,corolla s premium sedan,sedan
,dogde durango,unknown
cadillac,escalade suv awd,SUV
volkswagen,passat 1.8t s,sedan
jeep,renegade suv,SUV
chevrolet,city express,sport
buick,lacrosse touring,sport
chevrolet,cruze 1lt auto,unknown
mazda,3i sv,unknown
mercedes-benz,gla-class,sport
